cluster,silhouettte,calinski_harabasz,davies_bouldin
"100,0","0,1629219949245453","385,02340383865885","1,3619896152762112"
"120,0","0,16295064985752106","349,6560215019074","1,351640783845671"
"140,0","0,16448670625686646","330,43259164141483","1,3141824482290538"
"160,0","0,15584412217140198","309,32976665981226","1,301008016809313"
"180,0","0,14890696108341217","289,87540428659287","1,3294970345551012"
"200,0","0,1452847421169281","276,98763938389254","1,326280304867434"
"220,0","0,14756299555301666","265,6373082467596","1,3054485146363348"
"240,0","0,1430995762348175","254,21159307832352","1,314340321933597"
"260,0","0,14436474442481995","244,2669921708117","1,3065154240022752"
"280,0","0,14912007749080658","236,64327940731556","1,274065104258413"
"300,0","0,14863917231559753","228,6972204360588","1,2749335820447179"
"320,0","0,1417856067419052","222,11949988831253","1,2891645804347327"
"340,0","0,1472122222185135","216,4793917582776","1,254088419574783"
"360,0","0,14452201128005981","210,26342978715124","1,2797925700457002"
"380,0","0,14630457758903503","205,52798290621374","1,2351806087352137"
"400,0","0,1401154100894928","200,68317423098617","1,2529669707353261"
"420,0","0,13765394687652588","196,60119164706435","1,233568215686048"
"440,0","0,14526081085205078","194,39292329421193","1,2209652161902655"
"460,0","0,14087365567684174","189,47081529088217","1,2142470192288395"
"480,0","0,14115583896636963","185,41177513352076","1,2080843388339346"
"500,0","0,14412520825862885","182,52402186054263","1,1902324758055998"
"520,0","0,14535419642925262","180,62384761402507","1,1763106798250136"
"540,0","0,1430952548980713","177,37260240661132","1,1830659650349158"
"560,0","0,1411406248807907","175,07386495076753","1,1721795734037033"
"580,0","0,14161936938762665","171,95113163346542","1,1696734033136293"
"600,0","0,14478719234466553","170,17314703475162","1,1535126550314616"
"620,0","0,14390552043914795","168,9089758220199","1,1564544333695401"
"640,0","0,13817651569843292","165,4680028001416","1,1578643146022012"
"660,0","0,1403350532054901","164,107315306051","1,1287524553144772"
"680,0","0,14135503768920898","161,89332422856924","1,1300605687270426"
"700,0","0,14125965535640717","160,66462204610886","1,1120854151166224"
"720,0","0,1416720151901245","159,15336262724168","1,1076321719549902"
"740,0","0,1465783715248108","157,48451045654812","1,1206037929388362"
"760,0","0,14527279138565063","156,05719545347944","1,1081509243996932"
"780,0","0,14121463894844055","154,72726960695337","1,0985622148448964"
"800,0","0,14265304803848267","153,71572517239608","1,087939100759828"
"820,0","0,14252275228500366","151,9659513607028","1,090859508552341"
"840,0","0,14559009671211243","151,47194733623365","1,0476218318632948"
"860,0","0,1435815542936325","149,65191296888275","1,0479649695515179"
"880,0","0,14283150434494019","148,81651580406654","1,062212508283248"
"900,0","0,1452055424451828","148,51196008553708","1,056201961834543"
"920,0","0,14440546929836273","146,75629604672662","1,0385770491685649"
"940,0","0,14534197747707367","146,04515855681134","1,033305863792655"
"960,0","0,14326167106628418","144,88897786956593","1,0314973341472529"
"980,0","0,14666959643363953","143,91291036525308","1,0184079746147057"
